"","X","...1","Kingdom","Phylum","Class","Order","Family","GENUS","Species","primary_lifestyle","Secondary_lifestyle","Decay_type_template","Specific_hosts","Fruitbody_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template"
"461","sp724",724,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Blackwellomyces","cardinalis","animal_parasite","animal_decomposer",NA,"Lepidoptera",NA,NA,NA
"462","sp725",725,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"463","sp728",728,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizoglomus",NA,"arbuscular_mycorrhizal","root-associated",NA,NA,"none",NA,NA
"464","sp729",729,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"465","sp731",731,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"466","sp733",733,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria","candida","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"467","sp734",734,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","fuscoatra","wood_saprotroph",NA,"soft_rot",NA,"none",NA,NA
"468","sp735",735,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Choiromyces",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","contact","/tuber-helvella"
"469","sp739",739,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","inflatus","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"470","sp740",740,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Tricladium","terrestre","litter_saprotroph",NA,NA,NA,NA,NA,NA
"471","sp741",741,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Choiromyces",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","contact","/tuber-helvella"
"472","sp743",743,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"473","sp745",745,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"474","sp746",746,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"475","sp749",749,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","terrestris","ectomycorrhizal",NA,NA,NA,"clavarioid","medium-distance_smooth","/tomentella-thelephora"
"476","sp751",751,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","subhashii","nectar/tap_saprotroph",NA,NA,NA,"none",NA,NA
"477","sp753",753,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"478","sp755",755,"Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","smithiae","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"479","sp756",756,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Kalmusia","variispora","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"480","sp757",757,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"481","sp758",758,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Infundibulicybe","gigas","litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"482","sp759",759,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha",NA,"soil_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"483","sp760",760,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","candidum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"484","sp761",761,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola","hercules","soil_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"485","sp763",763,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","terrestris","ectomycorrhizal",NA,NA,NA,"clavarioid","medium-distance_smooth","/tomentella-thelephora"
"486","sp764",764,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","candidum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"487","sp765",765,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Collarina",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"488","sp768",768,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia",NA,"wood_saprotroph",NA,NA,NA,"corticioid",NA,NA
"489","sp769",769,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum",NA,"soil_saprotroph",NA,NA,NA,"none",NA,NA
"490","sp770",770,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum",NA,"unspecified_saprotroph","foliar_endophyte","soft_rot",NA,"none",NA,NA
"491","sp771",771,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"litter_saprotroph","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"492","sp774",774,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Choiromyces",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","contact","/tuber-helvella"
"493","sp776",776,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","alicantinum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"494","sp777",777,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,"litter_saprotroph","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"495","sp778",778,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","globosa","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"496","sp779",779,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"497","sp782",782,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","minourae","soil_saprotroph","root_endophyte_dark_septate",NA,NA,NA,NA,NA
"498","sp783",783,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"499","sp784",784,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"500","sp785",785,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","invermaium","arbuscular_mycorrhizal","root-associated",NA,NA,"none",NA,NA
"501","sp787",787,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Gyoerffyella","entomobryoides","litter_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"502","sp789",789,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","subsulphurea","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"503","sp791",791,"Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","scottii","soil_saprotroph",NA,NA,NA,"none",NA,NA
"504","sp792",792,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA,"unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"505","sp794",794,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","dimorphum","animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"506","sp795",795,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis","mesopotamica","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"507","sp798",798,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"litter_saprotroph","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"508","sp799",799,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","westlingii","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"509","sp800",800,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","reessii","soil_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"510","sp801",801,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"511","sp802",802,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Kalmusia","variispora","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"512","sp804",804,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"513","sp806",806,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopora","sepulta","ectomycorrhizal",NA,NA,NA,"apothecium_(hymenium_on_surface)","short-distance_coarse","/geopora"
"514","sp807",807,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neostagonospora","caricis","litter_saprotroph","wood_saprotroph",NA,NA,NA,NA,NA
"515","sp808",808,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"516","sp809",809,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"517","sp812",812,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","bupleuri","sooty_mold","litter_saprotroph",NA,NA,NA,NA,NA
"518","sp813",813,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","caroliniana","plant_pathogen","litter_saprotroph",NA,NA,"none",NA,NA
"519","sp814",814,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"mycoparasite","foliar_endophyte","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"520","sp815",815,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"521","sp816",816,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lasiobolidium",NA,"dung_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"522","sp819",819,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Trichothecium","roseum","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"523","sp820",820,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis",NA,"soil_saprotroph","root-associated","mold",NA,"none",NA,NA
"524","sp821",821,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"525","sp822",822,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","capitata","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"526","sp823",823,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix",NA,"soil_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"527","sp825",825,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","mexiusanum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"528","sp826",826,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","polyporicola","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"529","sp827",827,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"530","sp828",828,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Chaetomellaceae","Pilidium",NA,"plant_pathogen",NA,NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"531","sp834",834,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","mexiusanum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"532","sp835",835,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",NA,"dung_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"533","sp838",838,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","flavum","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"534","sp842",842,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","sizovae","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"535","sp843",843,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"536","sp844",844,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","antarctica","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"537","sp845",845,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","calciphila","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"538","sp846",846,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","bilaiae","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"539","sp847",847,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces","zollerniae","foliar_endophyte","litter_saprotroph","soft_rot",NA,NA,NA,NA
"540","sp849",849,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha",NA,"litter_saprotroph","wood_saprotroph",NA,"mosses","apothecium_(hymenium_on_surface)",NA,NA
"541","sp860",860,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","glacialis","soil_saprotroph","root_endophyte",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"542","sp861",861,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","areolatum","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"543","sp864",864,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","hungarica","litter_saprotroph",NA,NA,NA,NA,NA,NA
"544","sp865",865,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","tephrensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"545","sp868",868,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","hollandica","foliar_endophyte","wood_saprotroph",NA,NA,NA,NA,NA
"546","sp869",869,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","atrogriseum","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"547","sp871",871,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"548","sp873",873,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda","hyalothrix","soil_saprotroph",NA,NA,NA,"gasteroid",NA,NA
"549","sp874",874,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"550","sp875",875,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium",NA,"soil_saprotroph","animal_parasite",NA,NA,NA,NA,NA
"551","sp876",876,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"552","sp878",878,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","globispora","soil_saprotroph",NA,NA,NA,NA,NA,NA
"553","sp879",879,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"554","sp880",880,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"555","sp881",881,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Leucosphaerina",NA,"dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"556","sp882",882,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","dimennae","soil_saprotroph",NA,NA,NA,NA,NA,NA
"557","sp883",883,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizoglomus","silesianum","arbuscular_mycorrhizal","root-associated",NA,NA,"none",NA,NA
"558","sp885",885,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"559","sp886",886,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","sublilacina","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"560","sp887",887,"Fungi","Ascomycota","Sordariomycetes","Annulatascales","Annulatascaceae","Dictyosporella","guizhouensis","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"561","sp889",889,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","terricola","dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"562","sp890",890,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"563","sp891",891,"Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe","cruciferarum","plant_pathogen",NA,NA,NA,"chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_",NA,NA
"564","sp893",893,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","juliae","wood_saprotroph","animal_parasite",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"565","sp894",894,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"566","sp896",896,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","fonsecae","mycoparasite","fungal_decomposer",NA,NA,NA,NA,NA
"567","sp898",898,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Stachylidium","bicolor","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"568","sp899",899,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"569","sp900",900,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","tenuis","wood_saprotroph","litter_saprotroph",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"570","sp901",901,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"571","sp905",905,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","mexiusanum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
